true	05774170000147	161394736	Original	E5C283A04FB0208D8ABD7F44DF19AF009B1C61FC	2014-12-01	2014-12-31	2015-01-14T17:16:27
false	05774170000147	161394736	Original	41CB01949987D772A509F225B50DA2CA67C21719	2015-01-01	2015-01-31	2015-02-18T15:17:48
false	05774170000147	161394736	Original	9FCE2155B69033C726CFA4E73AB3B78F994BBB7F	2015-02-01	2015-02-28	2015-03-16T18:30:44
false	05774170000147	161394736	Original	327F226CDAF8AF17B6E4C7440001DC375A220D01	2015-03-01	2015-03-31	2015-04-15T11:22:49
false	05774170000147	161394736	Substituta	C900024A3F3F926C5CC0A00C1A910428549813CC	2015-02-01	2015-02-28	2015-04-24T09:18:01
false	05774170000147	161394736	Original	84C817807D0EBC9B05504156256479FFCD5D5583	2015-04-01	2015-04-30	2015-05-15T08:36:44
false	05774170000147	161394736	Original	725B791E4A406667DBE815D1984403ECAD964B1B	2015-05-01	2015-05-31	2015-06-15T11:30:59
false	05774170000147	161394736	Original	2EFB4E7D012B6BBB950CA0C991E33C3C8525ECC7	2015-06-01	2015-06-30	2015-07-15T16:20:49
false	05774170000147	161394736	Original	69D122FD77AFE42DEB865863F973775FBF88B133	2015-07-01	2015-07-31	2015-08-14T19:03:16
false	05774170000147	161394736	Original	680A6D5779CB0C37E9967E96770B883D6677FE05	2015-08-01	2015-08-31	2015-10-07T11:54:13
false	05774170000147	161394736	Original	1F10D7AA3A5C8F403D3B9DA4A33BB60A1E7257B7	2015-09-01	2015-09-30	2015-10-15T17:47:49
false	05774170000147	161394736	Original	729CC242D538A66D97ADF7F0E9C701C70A04AB6D	2015-10-01	2015-10-31	2015-11-13T17:54:42
false	05774170000147	161394736	Original	6FD43483EE1BD26A00915A63C6E729E121EBCD3F	2015-11-01	2015-11-30	2015-12-15T19:18:13
false	05774170000147	161394736	Original	09607B2014037AE5E081621D0A0919D86386BE38	2015-12-01	2015-12-31	2016-01-15T16:21:51
false	05774170000147	161394736	Original	7FE26CC7A69686E145C7C88E0B531BE6A1285529	2016-01-01	2016-01-31	2016-02-12T12:43:23
false	05774170000147	161394736	Original	265E1C2464D52CCEBC8D57A9C16FB6EA1BEA88DD	2016-02-01	2016-02-29	2016-03-16T15:36:10
false	05774170000147	161394736	Original	74C5648345D489BFB8CBBFAABCF5C956C42092B8	2016-03-01	2016-03-31	2016-04-15T13:18:10
false	05774170000147	161394736	Original	76D9C85E628A89B8D0321B2AB1193E058832766B	2016-04-01	2016-04-30	2016-05-11T17:34:54
false	05774170000147	161394736	Original	3CEF41DFEAB3DE96EDE44604877C1BD35DB52A52	2016-05-01	2016-05-31	2016-06-13T09:44:47
false	05774170000147	161394736	Substituta	BCAA513F4ECB0E81EAD31523A2A10998BC97532F	2015-11-01	2015-11-30	2016-06-13T15:15:56
